CATEGORY,COLORS,DESCRIPTION,DURATION,ID,IMAGE URL,NAME,NOISE,PRICE,PRICE_PER_KG,PRICE_PER_SECOND,PRICE_PER_SHOT,SECONDS_PER_SHOT,SHOTS,VIDEO URL,VISUAL,WEIGHT
10,"Rauður, Hvítur, Fjólublár, Grænn, Blár, Gull","Samsett, taktföst, litrík kaka sem eykur hraðann eftir því sem á líður. Rauðar stjörnur með brakandi leifturljósi, hvítir pálmar með fjólubláu bliki. Rauðar, grænar og bláar stjörnur. Gulllituð blóm með grænum endum og hvít blóm með rauðum endum. Grænar og rauðar stjörnur með leiftri. Rauðar og fjólubláar stjörnur með leiftri. Gulllitað stjörnuregn með blossum.",120,171004,https://images.prismic.io/landsbjorg-www/90172228-f961-476c-8ffd-04728b3aa5d0_Flugeldar+%3D+V%27ig+H-skuldar+Hv%27it%27arnesgo%5Ba.png,Víg Höskuldar Hvítanesgoða,3,47500,4318.181818,395.8333333,182.6923077,0.461538462,260,https://www.youtube.com/watch?v=fnNst7crA-Q,5,11
10,"Rauður, Grænn, Gull, Silfur",Magnaður blævængur sem burjar rólega með tignarlegum rauðum pálmum sem breytast fljótlega í græna. Eftir þetta æsist leikur þegar skothríðin beinist í tvær áttir með miklum gauragangi. Tertan endar á taktfastri skothríð með gull og silfur sprengingum. Gríðarlega flott vígaterta í anda Böðvars,70,211002,https://images.prismic.io/landsbjorg-www/39b831d8-9721-4a5f-8b76-6728fbf41377_Flugeldar+-+V%C3%ADg+B%C3%B6%C3%B0vars.png,Víg Böðvars Sigurðssonar,4,52900,4408.333333,755.7142857,534.3434343,0.707070707,99,https://player.vimeo.com/video/657056052,5,12
10,"Gull, Silfur",Grettir er gríðarlega vígalegur þar sem hann þeytir frá sér öflugum gullpálmum með silfurendum. Leikur æsist þegar að við bætast silfursprengingar á enda gullsins með braki og brestum. Hann bætir svo um betur þegar fallegir gullormar þeytast upp og springa með miklum látum. Allt endar svo í meiriháttar silfurveislu sem fyllir himinn. Grettir er engu líkur.,65,221002,https://images.prismic.io/landsbjorg-www/b6682a1c-789e-4ec1-9ad8-f30b3416f711_Flugeldar+-+V%C3%ADg+Grettis.png,Víg Grettis Ásmundssonar,5,53900,3992.592593,829.2307692,539,0.65,100,https://player.vimeo.com/video/781434170,5,13.5
10,"Gull, Blár, Silfur","Gunnar byrjar rólega, þeytir upp fallegum settum af litfögrum örvum sem springa í stórar gylltar hvelfingar með blárri miðju. Síðan æsist leikur og silfur fyllir himinn með taktföstum fjölbreyttum sprengjum og endar á silfurregni. Gunnar er uppáhald margra og þessi verður það líka. Fögur er tertan!",95,221003,https://images.prismic.io/landsbjorg-www/89bfa8e9-40c8-4ba6-8b1b-b2ce8271fac0_Flugeldar+-+V%C3%ADg+Gunnars+2022.png,Víg Gunnars á Hlíðarenda,5,61900,4421.428571,651.5789474,793.5897436,1.217948718,78,https://player.vimeo.com/video/781434502,5,14
10,"Silfur, Gull",Byrjar á fallegum silfurhölum sem fer yfir í kröftugar en fallegar stórar sprengjur sem enda með íluormum sem skríðaupp himininn og fylla hann með gyltu regni. ,46,241002,https://images.prismic.io/landsbjorg-www/Z2BS9JbqstJ98kfk_L2345-V%C3%ADgG%C3%ADslaS%C3%BArssonar.png,Víg Gísla Súrssonar,4,65900,4393.333333,1432.608696,732.2222222,0.511111111,90,https://player.vimeo.com/video/1026849707,5,15
10,"Rauður, Gull, Grænn, Silfur","Víg Skarphéðins tjaldar ekki til einnar nætur. 285 dúndurskot á tæpri tveimur og hálfri mínútu. Allt hefst á litskrúðum en hefðbundnum hvelfingum, á eftir kemur skothríð með rauðum blysum sem færast yfir í gullhala. Þá hefjast fallegir gullpálmar sem fylla himininn af brakandi stjörnum . Rautt og grænt þema til skiptis er næsti fasi og síðan endar þetta glæsilega sjónarspil í fallegum silfur og gulldrekum með braki og brestum. Vá!",140,221004,https://images.prismic.io/landsbjorg-www/58e0295b-8231-4d73-8893-91b62daaadbd_Flugeldar+-+V%C3%ADg+Skarph%C3%A9%C3%B0ins22.png,Víg Skarphéðins Njálssonar,4,66900,4460,477.8571429,234.7368421,0.49122807,285,https://player.vimeo.com/video/781434381,5,15
10,"Gull, Rauður",Bergþóra er kröftug en um leið mjög skapstór blævængur. Hún dritar upp  til himna með  miklum látum fallega gullhala sem springa í rauðar og gylltar hvelfingar með feikna látum. Sannarlega kvenskörungur sem lætur mikið að sér kveða. ,65,221005,https://images.prismic.io/landsbjorg-www/9b8af652-64b3-4692-a248-e78d6237628e_Flugeldar+-+V%C3%ADg+Berg%C3%BE%C3%B3ru+2022.png,Víg Bergþóru Skarphéðinsdóttur,4,75900,4058.823529,1167.692308,759,0.65,100,https://player.vimeo.com/video/781434245,5,18.7
10,"Gull, Rauður, Marglita",Þessi byrjar með gylltum ljósagangi með miklu braki og brestum en breytist fljótlega í flottar tívólíhvelfingar. Eftir það koma stakar bombur sem fylla himininn glæsileika. Nú mæta gylltir ormar sem fljótlega fara í rauða glæsilega sveiga. Aftur fer í gang magnaðar marglita bombur og fjölbreytnin er í aðalhlutverki. Hún endar síðan með miklum ljósagangi og látum. Algjörlega mögnuð terta.,90,231002,https://images.prismic.io/landsbjorg-www/e4c93150-8651-4a00-a5c6-4448baaa3804_2023.12+-+V%C3%ADg+Gr%C3%ADms.png,Víg Gríms Heggssonar,5,99900,3444.827586,1110,594.6428571,0.535714286,168,https://player.vimeo.com/video/891399350,5,29
10,"Silfur, Rauður, Blár, Grænn, Gull, Fjólublár","Ein með öllu. Samsett kaka sem skýtur upp beint, í V (blævæng) og í Z. Marglit glitrandi stjörnublóm. Silfraðir pálmar með rauðum endum og bláu leiftri sem breytist yfir í grænt í miðjunni ásamt silfurlituðum flugum sem brakar í. Silfurlituðum pálmablómum með rauðum og bláum kúlum skotið upp í V ásamt brakandi stjörnuglitri. Gulllitaðir pálmar með bláum, fjólubláum, gulum og grænum kúlum. Endar á silfurlituðum stjörnublómum með grænum og rauðum kúlum sem skotið er upp í Z í sannkallaðri stórskotahríð með braki og brestum.",195,171009,https://images.prismic.io/landsbjorg-www/f8030309-70ac-4ef2-98b5-064f31c9ad94_Flugeldar+-+V%C3%ADg+Tuma+Sighvatssonar.png,Víg Tuma Sighvatssonar,5,115900,4829.166667,594.3589744,482.9166667,0.8125,240,https://www.youtube.com/watch?v=Dto6oLBgDBE,5,24
10,"Blár, Rauður, Gull",Eyjólfur sendir frá sér stöðuga og takfasta skothríð með ótrúlega fallegu og fjölbreyttu konfekti sem fær alla sem á horfa til að gleyma stað og stund. Þessi stelur athyglinni hvar sem henni er skotið upp enda ofsalega flott terta,45,251002,https://sulur.is/cdn/shop/files/VigEyjolfs2025_470x.jpg?v=1766095724,Víg Eyjólfs Ofsa,5,52900,3778.571429,1175.555556,601.1363636,0.511363636,88,https://player.vimeo.com/video/1144454732,5,14
10,"Silfur, Blár, Rauður, Gull",Kaka ársins 2025 er alveg mögnuð. Frábær leið til að kveðja viðburðaríkt og veðurgott ár með dúndur flottir sýningu! 112 skota veisla sem stendur lengi og svo sannarlega undir nafni - kveðjum árið með stæl.,100,251001,https://sulur.is/cdn/shop/files/Kakaarsins2025_470x.png?v=1766095563,Kaka ársins 2025,5,49900,19960,499,445.5357143,0.892857143,112,https://player.vimeo.com/video/1144456933,5,2.5
8,"Rauður, Blár, Grænn",Blævængur. Skýtur einni kúlu í einu. Röð 1 & 3 eru rauðar kúlur sem springa út í rautt og blátt blóm. Röð 2 & 4 eru bláar kúlur sem að springa út í blá og græn blóm.,31,120804,https://images.prismic.io/landsbjorg-www/cc7d30db-fd6f-4c27-9686-139bd6387f31_Flugeldar+-+%C3%9E%C3%B3r%C3%B3ldur+Mostraskeggur.png,Þórólfur Mostraskeggur,1,5400,5400,174.1935484,337.5,1.9375,16,https://www.youtube.com/watch?v=U4L0TOOKTPc,4,1
8,"Rauður, Blár, Appelsínugulur, Fjólublár","Blævængur. Skýtur einni kúlu í einu. Rauðar, bláar, appelsínugular og fjólubláar kúlur springa í glitrandi blóm sem að brakar og brestur í.",35,120805,https://images.prismic.io/landsbjorg-www/5b4c5c05-7492-4b50-b139-52604e8fab12_Flugeldar+-+Sturla+%C3%9E%C3%B3r%C3%B0arson.png,Sturla Þórðarson,4,5400,5400,154.2857143,337.5,2.1875,16,https://www.youtube.com/watch?v=HouoqVgBBZM,5,1
8,"Silfur, Marglita",Silfurlitaðar kúlur með hala synda upp himininn með braki og brestum. Springa í marglitar stjörnur með blossum.,25,120806,https://images.prismic.io/landsbjorg-www/d395d1ae-9f9b-4f22-895b-836797ae5dd2_Flugeldar+-+B%C3%A1r%C3%B0ur+Sn%C3%A6fell%C3%A1s.png,Bárður Snæfellsás,4,6500,4333.333333,260,185.7142857,0.714285714,35,https://www.youtube.com/watch?v=rWwuDT52SHI,4,1.5
8,"Gull, Marglita",Kúlur með gulllitaðan hala sem brakar og brestur í þeysast upp og springa í marglitar stjörnur.,36,120807,https://images.prismic.io/landsbjorg-www/eb3442e3-cc07-4d61-a473-2dc6c39254fc_Flugeldar+-+Melkorka+M%C3%BDr.png,Melkorka Mýrkjartansdóttir,4,6300,4200,175,180,1.028571429,35,https://www.youtube.com/watch?v=3yNsYVQLu4E,5,1.5
8,Marglita,Marglitar kúlur skjótast upp og springa í litrík blóm sem að brakar í.,30,120808,https://images.prismic.io/landsbjorg-www/576d8cd5-3a3f-46b6-a437-7e00b5ae4ac9_Flugeldar+-+Hrafna+Fl%C3%B3ki.png,Hrafna Flóki,3,5400,3600,180,225,1.25,24,https://www.youtube.com/watch?v=AOqp8uFDCoI,5,1.5
